"RECORD,C,7","N2,C,18","NAME,C,35","GR4YN,C,4","STREET,C,26","CITY,C,18","STATE,C,3","ZIP,C,6","PLUS_4,C,7","GDTLAT,N,10,6","GDTLONG,N,11,6","GDTSTAT,C,4","NYSAD_ID,N,11,0","NYSSD_ID,N,11,0"
   3246,521800010007,GREENFIELD ES,   1,3180 RT 9 N,GREENFIELD CENTER,NY,12833,1799,43.117987,-73.848366,14,103,44
   3247,521800010008,CAROLINE STREET ELEMENTARY  SC,   1,310 CAROLINE ST,SARATOGA SPRINGS,NY,12866,3698,43.081864,-73.762271,B1,100,43
   3248,521800010009,DIV STREET ES,   1,220 DIVISION ST,SARATOGA SPRINGS,NY,12866,3097,43.082044,-73.796069,B1,100,43
   3249,521800010010,SARATOGA SPRINGS SHS,   0,186 WEST AVE,SARATOGA SPRINGS,NY,12866,5904,43.080229,-73.803974,B1,100,43
   3250,521800010011,SARATOGA SPRINGS JHS,   0,W CIRCULAR ST,SARATOGA SPRINGS,NY,12866,3998,43.082561,-73.779066,15,100,43
   3251,521800010012,LAKE AVE ES,   1,126 LAKE AVE,SARATOGA SPRINGS,NY,12866,2497,43.083997,-73.769699,B1,100,43
   3252,521800010014,GEYSER ROAD ES,   1,61 GEYSER RD,SARATOGA SPRINGS,NY,12866,9018,43.059542,-73.820964,B1,100,43
   3253,521800010015,MAPLE AVE MS,   0,515 MAPLE AVE,SARATOGA SPRINGS,NY,12866,5509,43.106212,-73.772189,B1,100,44
   3254,522001040002,STILLWATER ES,   1,N HUDSON AVE,STILLWATER,NY,12170,0490,42.971301,-73.657974,15,107,43
   3255,522001040003,STILLWATER MS HS,   0,N HUDSON AVE,STILLWATER,NY,12170,0490,42.971301,-73.657974,15,107,43
   3256,522101030004,WATERFORD JSHS,   0,125 MIDDLETOWN RD,WATERFORD,NY,12188,1590,42.812168,-73.686488,B1,108,43
   3257,522101030005,WATERFORD ES,   1,125 MIDDLETOWN RD,WATERFORD,NY,12188,1590,42.812168,-73.686488,B1,108,43
   3258,530101040001,DUANESBURG JSHS,   0,163 SCHOOL DR,DELANSON,NY,12053,0129,42.731443,-74.168870,15,105,44
   3259,530101040002,DUANESBURG ES,   1,165 CHADWICK RD,DELANSON,NY,12053,0129,42.732757,-74.168661,B1,105,44
   3260,530202060001,GLEN-WORDEN ES,   1,30 WORDEN RD,SCOTIA,NY,12302,3477,42.849093,-73.944801,B1,103,44
   3261,530202060002,GLENDAAL SCHOOL,   1,774 SACANDAGA RD,SCOTIA,NY,12302,6027,42.892741,-73.979358,B1,103,44
   3262,530202060003,LINCOLN SCHOOL,   1,40 ALBION ST,SCOTIA,NY,12302,1299,42.834442,-73.965408,B1,103,44
   3263,530202060005,SACANDAGA SCHOOL,   1,300 WREN ST,SCOTIA,NY,12302,1298,42.833299,-73.975914,B1,103,44
   3264,530202060006,SCOTIA-GLENVILLE SHS,   0,ONE TARTAN WAY,SCOTIA,NY,12302,1290,42.859721,-73.949573,14,103,44
   3265,530202060007,SCOTIA-GLENVILLE JHS,   0,10 PRESTIGE PKY,SCOTIA,NY,12302,1086,42.859721,-73.949573,15,103,44
   3266,530301060001,BIRCHWOOD ES,   1,897 BIRCHWOOD LN,SCHENECTADY,NY,12309,5317,42.774059,-73.838651,B1,103,44
   3267,530301060002,CRAIG SCHOOL,   1,2566 BALLTOWN RD,SCHENECTADY,NY,12309,5317,42.831922,-73.892041,B1,103,44
   3268,530301060003,GLENCLIFF SCHOOL,   1,961 RIVERVIEW RD,REXFORD,NY,12148,1123,42.854589,-73.883789,B1,107,43
   3269,530301060004,HILLSIDE SCHOOL,   1,1100 CORNELIUS AVE,SCHENECTADY,NY,12309,5317,42.805754,-73.895903,B1,103,44
   3270,530301060005,ROSENDALE SCHOOL,   1,2455 ROSENDALE RD,SCHENECTADY,NY,12309,5317,42.796179,-73.865025,B1,103,44
   3271,530301060006,VAN ANTWERP MS,   0,2253 STORY AVE,SCHENECTADY,NY,12309,5317,42.808665,-73.895737,B1,103,44
   3272,530301060007,NISKAYUNA HS,   0,1626 BALLTOWN RD,SCHENECTADY,NY,12309,5317,42.818059,-73.892364,B1,103,44
   3273,530301060008,IROQUOIS MS,   0,2495 ROSENDALE RD,SCHENECTADY,NY,12309,5317,42.796382,-73.863027,B1,103,44
   3274,530501060001,PINE GROVE ES,   0,590 GIFFORD CHURCH RD,SCHENECTADY,NY,12306,9413,42.757723,-74.008106,B5,105,44
   3275,530501060003,JEFFERSON ES,   1,100 PRINCETOWN RD,SCHENECTADY,NY,12306,1506,42.794973,-73.989609,B1,105,44
   3276,530501060004,SCHALMONT MS,   0,2 SABRE DR,SCHENECTADY,NY,12306,1093,42.784269,-74.018272,B1,105,44
   3277,530501060005,WOESTINA ES,   1,1292 MAIN ST,ROTTERDAM JUNCTION,NY,12150,9741,42.873217,-74.042888,B1,105,44
   3278,530501060006,SCHALMONT HS,   0,ONE SABRE DR,SCHENECTADY,NY,12306,1093,42.784308,-74.018260,B1,105,44
   3279,530501060007,MARIAVILLE ES,   1,9210 MARIAVILLE RD,PATTERSONVILLE,NY,12137,4002,42.833433,-74.121316,15,105,44
   3280,530515060001,HERMAN L. BRADT ES,   0,2719 HAMBURG ST,SCHENECTADY,NY,12303,4400,42.777148,-73.933978,B1,105,44
   3281,530515060003,DRAPER MS,   0,2070 CURRY RD,SCHENECTADY,NY,12303,4400,42.777102,-73.954162,B1,105,44
   3282,530515060004,MOHONASEN SHS,   0,2072 CURRY RD,SCHENECTADY,NY,12303,4400,42.777069,-73.954138,B1,105,44
   3283,530515060005,PINEWOOD ES,   1,901 KINGS RD,SCHENECTADY,NY,12303,4400,42.776875,-73.939415,16,105,44
   3284,530600010003,ELMER AVE SCHOOL,   1,90 ELMER AVE,SCHENECTADY,NY,12308,3307,42.810088,-73.921493,B1,105,44
   3285,530600010008,MARTIN LUTHER KING SCHOOL,   1,918 STANLEY ST,SCHENECTADY,NY,12307,1611,42.802446,-73.935049,B1,103,44
   3286,530600010009,HAMILTON ES,   1,1091 WEBSTER ST,SCHENECTADY,NY,12303,1738,42.796176,-73.949939,B1,105,44
   3287,530600010010,HOWE INTNTL MAGNET SCHOOL,   1,1065 BAKER AVE,SCHENECTADY,NY,12309,5701,42.806850,-73.905059,B1,105,44
   3288,530600010011,LINCOLN SCHOOL,   1,2 ROBINSON ST,SCHENECTADY,NY,12304,1333,42.795732,-73.921289,B1,105,44
   3289,530600010013,PAIGE ES,   1,104 ELLIOTT AVE,SCHENECTADY,NY,12304,1708,42.785479,-73.904239,B1,105,44
   3290,530600010014,PLEASANT VALLEY SCHOOL,   1,1097 FOREST RD,SCHENECTADY,NY,12303,1171,42.799729,-73.941716,B1,105,44
   3291,530600010017,YATES SCHOOL,   1,725 SALINA ST,SCHENECTADY,NY,12308,1296,42.829452,-73.920140,B1,103,44
   3292,530600010018,JESSIE T. ZOLLER SCHOOL,   1,1880 LANCASTER ST,SCHENECTADY,NY,12308,1599,42.821115,-73.907660,B1,103,44
   3293,530600010020,CENTRAL PARK MS,   0,421 ELM ST,SCHENECTADY,NY,12304,1209,42.801174,-73.917156,B1,105,44
   3294,530600010022,ONEIDA MS,   0,1629 ONEIDA ST,SCHENECTADY,NY,12308,2110,42.819456,-73.913677,B1,103,44
   3295,530600010024,MONT PLEASANT MS,   0,1121 FOREST RD,SCHENECTADY,NY,12303,1294,42.798229,-73.941083,B1,105,44
   3296,530600010025,SCHENECTADY HS,   0,1445 THE PLAZA,SCHENECTADY,NY,12308,2699,42.812992,-73.911221,B1,105,44
   3297,530600010026,VAN CORLAER SCHOOL,   1,2310 GUILDERLAND AVE,SCHENECTADY,NY,12306,4499,42.791387,-73.967107,B1,103,44
   3298,530600010029,WOODLAWN SCHOOL,   1,3311 WELLS AVE,SCHENECTADY,NY,12304,3999,42.770466,-73.905981,B1,105,44
   3299,540801040001,GILBOA CONESVILLE CENTRAL SCHO,   1,WYCKOFF RD RR1 BOX 6,GILBOA,NY,12076,9703,42.408789,-74.391844,14,102,50
   3300,540901040001,JEFFERSON CENTRAL SCHOOL,   1,MAIN ST RR2 BOX 101,JEFFERSON,NY,12093,0039,42.539921,-74.659101,14,102,50
   3301,541001040001,MIDDLEBURGH HS,   0,181 MAIN ST,MIDDLEBURGH,NY,12122,0400,42.542199,-74.257211,15,102,50
   3302,541001040002,MIDDLEBURGH ES,   1,R R 2 BOX 78,MIDDLEBURGH,NY,12122,9610,42.542199,-74.257211,14,102,50
   3303,541001040003,MIDDLEBURGH MS,   0,181 MAIN ST,MIDDLEBURGH,NY,12122,0200,42.542199,-74.257211,15,102,50
   3304,541102060001,GEORGE D. RYDER ES,   0,ELM ST,COBLESKILL,NY,12043,1099,42.680795,-74.489760,15,102,50
   3305,541102060002,COBLESKILL-RICHMONDVILLE HS,   0,RT 7,WARNERVILLE,NY,12187,0000,42.612485,-74.474142,14,102,50
   3306,541102060004,WILLIAM H. GOLDING MS,   0,ELM ST,COBLESKILL,NY,12043,1099,42.680795,-74.489760,15,102,50
   3307,541102060005,JOSEPH B. RADEZ ES,   1,44 MAIN ST,RICHMONDVILLE,NY,12149,0499,42.647122,-74.575131,15,102,50
   3308,541102060006,WILLIAM H. GOLDING ES,   1,ELM ST,COBLESKILL,NY,12043,1299,42.680795,-74.489760,15,102,50
   3309,541201040002,SCHOHARIE ES,   1,MAIN ST,SCHOHARIE,NY,12157,0430,42.674890,-74.304118,15,102,50
   3310,541201040003,SCHOHARIE HS,   0,MAIN ST,SCHOHARIE,NY,12157,0430,42.674890,-74.304118,15,102,50
   3311,541401040001,SHARON SPRINGS CENTRAL SCHOOL,   1,RT 20,SHARON SPRINGS,NY,13459,0218,42.766238,-74.587747,14,102,50
   3312,550101040001,B.C. CATE ES,   0,CANAL ST,MONTOUR FALLS,NY,14865,9600,42.339328,-76.832238,15,130,52
   3313,550101040002,HOWARD A. HANLON ES,   1,COLLEGE AVE,ODESSA,NY,14869,0059,42.366927,-76.764153,15,130,52
   3314,550101040003,ODESSA-MONTOUR JSHS,   0,COLLEGE AVE,ODESSA,NY,14869,0059,42.366927,-76.764153,15,130,52
   3315,550301060002,WATKINS GLEN ES,   1,612 S DECATUR ST,WATKINS GLEN,NY,14891,1699,42.371683,-76.866624,B1,130,52
   3316,550301060003,WATKINS GLEN MS,   0,200 10TH ST,WATKINS GLEN,NY,14891,1699,42.376965,-76.869554,B1,130,52
   3317,550301060004,WATKINS GLEN CENTRAL HS,   0,301 12TH ST,WATKINS GLEN,NY,14891,1699,42.375614,-76.865159,B1,130,52
   3318,560501040003,SOUTH SENECA ES,   1,8326 MAIN ST,INTERLAKEN,NY,14847,9998,42.574062,-76.733945,15,128,53
   3319,560501040004,SOUTH SENECA JSHS,   0,7263 S MAIN ST,OVID,NY,14521,9998,42.676449,-76.787973,14,128,53
   3320,560603040001,ROMULUS CENTRAL SCHOOL,   1,5705 MAIN ST,ROMULUS,NY,14541,9551,42.681867,-76.784727,B1,128,53
   3321,560701060001,FRANK M. KNIGHT ES,   0,98 CLINTON ST,SENECA FALLS,NY,13148,1497,42.918115,-76.803549,B1,128,53
   3322,560701060003,MYNDERSE ACAD,   0,105 TROY ST,SENECA FALLS,NY,13148,1497,42.919612,-76.796769,B1,128,53
   3323,560701060004,ELIZABETH CADY STANTON ES,   1,38 GARDEN ST,SENECA FALLS,NY,13148,1497,42.906293,-76.794185,B1,128,53
   3324,560701060005,SENECA FALLS MS,   0,95 TROY ST,SENECA FALLS,NY,13148,1497,42.919040,-76.796728,B1,128,53
   3325,561006060001,WATERLOO HS,   0,65 CENTER ST,WATERLOO,NY,13165,1099,42.912411,-76.864993,B1,128,53
   3326,561006060002,LA FAYETTE SCHOOL,   1,71 INSLEE ST,WATERLOO,NY,13165,1599,42.909059,-76.851068,B1,128,53
   3327,561006060003,WATERLOO MS,   0,202 W MAIN ST,WATERLOO,NY,13165,1397,42.904135,-76.868121,B1,128,53
   3328,561006060004,SKOI-YASE SCHOOL,   0,65 FAYETTE ST,WATERLOO,NY,13165,1899,42.897045,-76.863526,B1,128,53
   3329,561006060005,BORDER CITY ES,   1,467 BORDER CITY RD,GENEVA,NY,14456,1994,42.877485,-76.956053,B1,128,53
   3330,570101040001,TUSCARORA ES,   1,7 CLEVELAND DR,ADDISON,NY,14801,1397,42.102761,-77.232803,B1,130,52
   3331,570101040002,ADDISON HS,   0,1 COLWELL ST,ADDISON,NY,14801,1398,42.106306,-77.232464,B1,130,52
   3332,570101040003,VALLEY ES,   1,5736 RT 119,CAMERON MILLS,NY,14820,9702,42.195028,-77.391370,14,130,52
   3333,570201040002,AVOCA CENTRAL SCHOOL,   1,17-29 OLIVER ST,AVOCA,NY,14809,0517,42.410164,-77.416921,B1,130,52
   3334,570302060001,VERNON E. WIGHTMAN PRIMARY SCH,   0,216 MAPLE HTS,BATH,NY,14810,1107,42.340893,-77.328119,B1,130,52
   3335,570302060002,DANA L. LYON ES,   1,208 LIBERTY ST,BATH,NY,14810,1107,42.341954,-77.320824,15,130,52
   3336,570302060003,HAVERLING JSHS,   0,25 ELLAS AVE,BATH,NY,14810,1107,42.337881,-77.322699,B1,130,52
   3337,570401040001,BRADFORD CENTRAL SCHOOL,   1,2820 RT 226,BRADFORD,NY,14815,9602,42.366791,-77.096621,14,130,52
   3338,570603040001,CAMPBELL-SAVONA ES,   1,64 E LAMOKA AVE,SAVONA,NY,14879,9518,42.289417,-77.213327,B1,130,52
   3339,570603040002,CAMPBELL-SAVONA JSHS,   0,8455 COUNTY RT 125,CAMPBELL,NY,14821,9518,42.225576,-77.216017,15,130,52
   3340,570701040001,CANISTEO JSHS,   0,84 GREENWOOD ST,CANISTEO,NY,14823,1299,42.262589,-77.610929,B1,130,52
   3341,570701040002,CANISTEO ES,   1,120 GREENWOOD ST,CANISTEO,NY,14823,1298,42.261835,-77.611516,B1,130,52
   3342,571000010003,CALVIN U. SMITH ES,   1,STANTON ST EXT,PAINTED POST,NY,14870,1599,42.165339,-77.093671,15,130,52
   3343,571000010005,ERWIN VALLEY ES,   1,16 BEARTOWN RD,PAINTED POST,NY,14870,9322,42.148423,-77.114534,B1,130,52
   3344,571000010007,FREDERICK CARDER ES,   1,289 STATE ST,CORNING,NY,14830,3099,42.136949,-77.063117,B1,130,52
   3345,571000010008,HUGH W. GREGG ES,   1,164 FLINT AVE,CORNING,NY,14830,1898,42.155162,-77.064157,B1,130,52
   3346,571000010009,KENT W. PHILLIPS ES,   1,120 CORNING BLVD,CORNING,NY,14830,2099,42.148537,-77.046876,B1,130,52
   3347,571000010010,LINDLEY PRESHO ES,   1,RD 2 GLNDNNG CRK RD,PAINTED POST,NY,14870,9743,42.165339,-77.093671,14,130,52
   3348,571000010012,WILLIAM E. SEVERN ES,   1,MCMAHON AVE,CORNING,NY,14830,3399,42.134615,-77.053024,15,130,52
   3349,571000010013,WINFIELD STREET ES,   1,194 WINFIELD ST,CORNING,NY,14830,1599,42.162276,-77.061658,B1,130,52
   3350,571000010014,NORTHSIDE BLODGETT MS,   0,PRINCETON AVE,CORNING,NY,14830,1799,42.134615,-77.053024,15,130,52
   3351,571000010015,CORNING FREE ACAD MS,   0,11 W THIRD ST,CORNING,NY,14830,3199,42.139713,-77.057125,B1,130,52
   3352,571000010017,CORNING-PAINTED POST EAST HS,   0,201 CANTIGNY ST,CORNING,NY,14830,2097,42.148329,-77.049140,B1,130,52
   3353,571000010018,CORNING-PAINTED POST WEST HS,   0,VICTORY HWY,PAINTED POST,NY,14870,1096,42.165339,-77.093671,15,130,52
   3354,571501040001,GREENWOOD CENTRAL SCHOOL,   1,MAIN ST,GREENWOOD,NY,14839,0936,42.131856,-77.632294,14,130,52
   3355,571800010001,HORNELL IS,   1,71 BUFFALO ST,HORNELL,NY,14843,1507,42.327526,-77.664598,B1,130,52
   3356,571800010002,BRYANT SCHOOL,   0,173 TERRY ST,HORNELL,NY,14843,2306,42.319995,-77.651777,B1,130,52
   3357,571800010003,COLUMBIAN SCHOOL,   0,25 PEARL ST,HORNELL,NY,14843,1622,42.327131,-77.653964,B1,130,52
   3358,571800010006,HORNELL SHS,   0,134 SENECA ST,HORNELL,NY,14843,1547,42.334252,-77.661114,B1,130,52
   3359,571800010007,NORTH HORNELL SCHOOL,   0,AVONDALE AVE,NORTH HORNELL,NY,14843,1001,42.327175,-77.661736,11,130,52
   3360,571901040004,ARKPORT CENTRAL SCHOOL,   1,35 EAST AVE,ARKPORT,NY,14807,0070,42.445813,-77.654691,15,130,52
   3361,572301040001,PRATTSBURGH CENTRAL SCHOOL,   1,1 ACADEMY ST,PRATTSBURGH,NY,14873,0249,42.522683,-77.340762,14,130,52
   3362,572702040001,JASPER-TROUPSBURG ES,   1,908 MAIN ST,TROUPSBURG,NY,14885,0098,42.044058,-77.569715,14,130,52
   3363,572702040002,JASPER-TROUPSBURG JSHS,   0,3769 N MAIN ST,JASPER,NY,14855,0081,42.149615,-77.505412,14,130,52
   3364,572901040002,GLENN CURTISS MEMORIAL SCHOOL,   1,60 LAKE ST,HAMMONDSPORT,NY,14840,0368,42.424598,-77.157658,15,130,52
   3365,572901040004,HAMMONDSPORT JSHS,   0,8272 MAIN ST EXT.,HAMMONDSPORT,NY,14840,0368,42.424598,-77.157658,15,130,52
   3366,573002040001,WAYLAND-COHOCTON HS,   0,2350 RT 63,WAYLAND,NY,14572,9404,42.566232,-77.588419,14,130,52
   3367,573002040002,WAYLAND ES,   1,2350 RT 63,WAYLAND,NY,14572,9404,42.566232,-77.588419,14,130,52
   3368,573002040003,WAYLAND-COHOCTON MS,   0,2350 RT 63,WAYLAND,NY,14572,9404,42.566232,-77.588419,14,130,52
   3369,573002040004,COHOCTON ES,   1,30 PARK AVE,COHOCTON,NY,14826,0310,42.497765,-77.494989,B1,130,52
   3370,580101030001,BABYLON MEMORIAL GS,   1,169 PARK AVE,BABYLON,NY,11702,1799,40.702131,-73.328448,B1,8,4
   3371,580101030002,BABYLON JSHS,   0,50 RAILROAD AVE,BABYLON,NY,11702,2221,40.699564,-73.326147,B1,8,4
   3372,580101030003,BABYLON ES,   0,171 RALPH AVE,BABYLON,NY,11702,1699,40.704579,-73.332082,B1,8,4
   3373,580102030001,FOREST AVE SCHOOL,   1,200 FOREST AVE,WEST BABYLON,NY,11704,5199,40.714907,-73.359256,B1,8,4
   3374,580102030002,JOHN F. KENNEDY SCHOOL,   1,175 BROOKVALE AVE,WEST BABYLON,NY,11704,7926,40.689850,-73.348234,B1,8,4
   3375,580102030004,SANTAPOGUE SCHOOL,   1,1130 HERZEL BLVD,WEST BABYLON,NY,11704,4227,40.720106,-73.371706,B1,11,4
   3376,580102030005,SOUTH BAY SCHOOL,   1,160 GREAT E NECK RD,WEST BABYLON,NY,11704,8027,40.714247,-73.361918,14,8,4
   3377,580102030006,TOOKER AVE SCHOOL,   1,855 TOOKER AVE,WEST BABYLON,NY,11704,5099,40.715776,-73.363120,B1,8,4
   3378,580102030007,WEST BABYLON JHS,   0,200 OLD FRMINGDALE RD,WEST BABYLON,NY,11704,6508,40.710779,-73.349508,B1,8,4
   3379,580102030008,WEST BABYLON SHS,   0,500 GREAT E NECK RD,WEST BABYLON,NY,11704,7605,40.714247,-73.361918,14,8,4
   3380,580103030001,BELMONT ES,   1,108 BARNUM ST,NORTH BABYLON,NY,11704,2846,40.728861,-73.356349,B1,11,4
   3381,580103030002,ROBERT MOSES MS,   0,234 PHELPS LN,NORTH BABYLON,NY,11703,4099,40.726171,-73.332957,B1,10,4
   3382,580103030003,PARLIAMENT PLACE SCHOOL,   1,89-90 PARLIAMENT PL,NORTH BABYLON,NY,11703,3300,40.737161,-73.315233,B1,10,4
   3383,580103030006,WOODS ROAD ES,   1,110 WOODS RD,NORTH BABYLON,NY,11703,1499,40.738332,-73.324306,B1,10,4
   3384,580103030008,NORTH BABYLON HS,   0,ONE PHELPS LN,NORTH BABYLON,NY,11703,4097,40.724927,-73.322875,B1,8,4
   3385,580103030009,MARION G. VEDDER ES,   1,794 DEER PARK AVE,NORTH BABYLON,NY,11703,4398,40.719478,-73.322364,B1,8,4
   3386,580103030010,"WILLIAM E. DELUCA, JR. ES",   1,223 PHELPS LN,NORTH BABYLON,NY,11703,4044,40.725944,-73.332654,B1,10,4
   3387,580104030001,ALBANY AVE SCHOOL,   1,180 ALBANY AVE,LINDENHURST,NY,11757,0621,40.687088,-73.385605,B1,11,4
   3388,580104030002,ALLEGHANY AVE SCHOOL,   1,250 S ALLEGHANY AVE,LINDENHURST,NY,11757,0621,40.685562,-73.364856,B1,11,4
   3389,580104030003,DANIEL STREET SCHOOL,   1,289 DANIEL ST,LINDENHURST,NY,11757,0621,40.699046,-73.368458,B1,11,4
   3390,580104030004,EDWARD W. BOWER SCHOOL,   1,315 W MONTAUK HWY,LINDENHURST,NY,11757,0621,40.675325,-73.371092,B1,11,4
   3391,580104030005,HARDING AVE SCHOOL,   1,2 HARDING AVE,LINDENHURST,NY,11757,0621,40.675323,-73.352444,B1,11,4
   3392,580104030008,WILLIAM RALL SCHOOL,   1,761 N WELLWOOD AVE,LINDENHURST,NY,11757,0621,40.705815,-73.387380,B1,11,8
   3393,580104030009,WEST GATES AVE SCHOOL,   1,175 W GATES AVE,LINDENHURST,NY,11757,0621,40.681587,-73.375443,B1,11,4
   3394,580104030010,LINDENHURST SHS,   0,300 CHARLES ST,LINDENHURST,NY,11757,0621,40.697220,-73.367232,B1,11,4
   3395,580104030011,LINDENHURST MS,   0,350 S WELLWOOD AVE,LINDENHURST,NY,11757,0621,40.683533,-73.369455,B1,11,4
   3396,580105030001,DEAUVILLE GARDENS ES,   1,100 DEAUVILLE BLVD,COPIAGUE,NY,11726,4197,40.671068,-73.402516,B1,11,4
   3397,580105030002,GREAT NECK ROAD ES,   1,1400 GREAT NECK RD,COPIAGUE,NY,11726,3399,40.678958,-73.398916,B1,11,4
   3398,580105030004,SUSAN E. WILEY SCHOOL,   1,SCUDDER AVE,COPIAGUE,NY,11726,3499,40.677395,-73.394733,15,11,4
   3399,580105030005,COPIAGUE HS,   0,1100 DIXON AVE,COPIAGUE,NY,11726,1898,40.686051,-73.398815,B1,11,8
   3400,580105030006,COPIAGUE MS,   0,2650 GREAT NECK RD,COPIAGUE,NY,11726,1699,40.689560,-73.402738,B1,11,8
   3401,580106030001,NORTHEAST SCHOOL,   0,420 ALBANY AVE,AMITYVILLE,NY,11701,3195,40.696512,-73.410502,B1,11,8
   3402,580106030002,NORTHWEST ES,   0,450 COUNTY LINE RD,AMITYVILLE,NY,11701,3195,40.687812,-73.426107,B1,11,8
   3403,580106030003,PARK AVE SCHOOL,   1,140 PARK AVE,AMITYVILLE,NY,11701,3195,40.676152,-73.418084,B1,11,4
   3404,580106030004,EDMUND W. MILES MS,   0,501 RT 110,AMITYVILLE,NY,11701,2192,40.688448,-73.413953,14,11,8
   3405,580106030005,AMITYVILLE MEMORIAL HS,   0,250 MERRICK RD,AMITYVILLE,NY,11701,3195,40.670210,-73.413872,B1,11,4
   3406,580107030001,MAY MOORE ES,   0,239 CENTRAL AVE,DEER PARK,NY,11729,4326,40.751232,-73.333731,B1,10,4
   3407,580107030004,JOHN QUINCY ADAMS ES,   0,172 OLD COUNTRY RD,DEER PARK,NY,11729,4326,40.777768,-73.320177,B1,10,4
   3408,580107030007,DEER PARK HS,   0,30 ROCKAWAY AVE,DEER PARK,NY,11729,4326,40.763644,-73.335048,B1,10,4
   3409,580107030008,JOHN F. KENNEDY IS,   1,101 LAKE AVE,DEER PARK,NY,11729,4326,40.755339,-73.343989,B1,10,4
   3410,580107030009,ROBERT FROST MS,   0,450 HALF HOLLOW RD,DEER PARK,NY,11729,4326,40.763860,-73.342275,B1,10,4
   3411,580109020001,MARTIN LUTHER KING ES,   0,792 MOUNT AVE,WYANDANCH,NY,11798,3997,40.744051,-73.360597,B1,11,4
   3412,580109020003,WYANDANCH MEMORIAL HS,   0,54 S 32ND ST,WYANDANCH,NY,11798,3997,40.744037,-73.373145,B1,11,4
   3413,580109020004,MILTON L. OLIVE MS,   1,140 GARDEN CITY AVE,WYANDANCH,NY,11798,3997,40.749023,-73.376553,B1,11,4
   3414,580201060003,ARROWHEAD ES,   1,62 ARROWHEAD LN,EAST SETAUKET,NY,11733,3300,40.909027,-73.073555,B1,4,2
   3415,580201060004,NASSAKEAG ES,   1,490 POND PATH,SETAUKET,NY,11733,1196,40.908175,-73.101463,B1,4,2
   3416,580201060005,WARD MELVILLE SHS,   0,380 OLD TOWN RD,SETAUKET,NY,11733,3499,40.923500,-73.081868,B1,4,1
   3417,580201060006,WILLIAM SIDNEY MT SCHOOL,   1,50 DEAN LN,STONY BROOK,NY,11790,2799,40.895504,-73.135752,B1,4,2
   3418,580201060007,SETAUKET ES,   1,134 MAIN ST,SETAUKET,NY,11733,2867,40.944485,-73.109943,B1,4,2
   3419,580201060008,MINNESAUKE ES,   1,21 HIGHGATE DR,EAST SETAUKET,NY,11733,1876,40.920966,-73.105630,B1,4,2
   3420,580201060009,PAUL J. GELINAS JHS,   0,25 MUD RD,SETAUKET,NY,11733,1499,40.938186,-73.123843,B1,4,2
   3421,580201060010,ROBERT CUSHMAN MURPHY JHS,   0,351 OXHEAD RD,STONY BROOK,NY,11790,2399,40.892572,-73.117064,B1,4,2
   3422,580203020001,TERRYVILLE ROAD SCHOOL,   1,401 TERRYVILLE RD,PT JEFFERSON STA,NY,11776,2996,40.909361,-73.051276,B1,4,1
   3423,580203020002,NORWOOD AVE SCHOOL,   1,290 NORWOOD AVE,PT JEFFERSON STA,NY,11776,2999,40.917498,-73.067400,B1,4,1
   3424,580203020004,JOHN F. KENNEDY MS,   0,200 JAYNE BLVD,PT JEFFERSON STA,NY,11776,2998,40.918266,-73.048462,B1,4,1
   3425,580203020005,CLINTON AVE SCHOOL,   1,140 CLINTON AVE,PT JEFFERSON STA,NY,11776,4499,40.905619,-73.043998,B1,4,1
   3426,580203020007,BOYLE ROAD ES,   1,424 BOYLE RD,PT JEFFERSON STA,NY,11776,4299,40.895182,-73.053981,B1,4,1
   3427,580203020008,COMSEWOGUE SHS,   0,565 BICYCLE PATH,PT JEFFERSON STA,NY,11776,3407,40.908556,-73.038045,B1,4,1
   3428,580205060001,GATELOT AVE SCHOOL,   1,65 GATELOT AVE,LAKE RONKONKOMA,NY,11779,2391,40.831746,-73.105177,B1,4,2
   3429,580205060002,GRUNDY AVE SCHOOL,   1,950 GRUNDY AVE,HOLBROOK,NY,11741,2612,40.787333,-73.075797,B1,3,3
   3430,580205060003,HIAWATHA SCHOOL,   1,97 PATCHOGUE RD,LAKE RONKONKOMA,NY,11779,5799,40.820114,-73.094512,B5,7,3
   3431,580205060004,LYNWOOD AVE SCHOOL,   1,50 LYNWOOD AVE,FARMINGVILLE,NY,11738,1977,40.832971,-73.029863,B1,7,2
   3432,580205060005,NOKOMIS SCHOOL,   1,151 HOLBROOK RD,HOLBROOK,NY,11741,1342,40.822032,-73.080105,B1,7,3
   3433,580205060006,WAVERLY AVE SCHOOL,   1,1111 WAVERLY AVE,HOLTSVILLE,NY,11742,1014,40.822632,-73.046214,B1,7,3
   3434,580205060007,SAGAMORE JHS,   0,57 DIVISION ST,HOLTSVILLE,NY,11742,1099,40.826296,-73.054371,B1,7,3
   3435,580205060011,SENECA JHS,   0,850 MAIN ST,HOLBROOK,NY,11741,1691,40.807728,-73.074855,B1,3,3
   3436,580205060012,WENONAH SCHOOL,   1,251 HUDSON AVE,LAKE GROVE,NY,11755,2514,40.849513,-73.124068,B1,6,2
   3437,580205060013,CAYUGA SCHOOL,   1,865 HAWKINS AVE,LAKE GROVE,NY,11779,3217,40.820191,-73.115757,15,7,3
