"RECORD,C,7","N2,C,18","NAME,C,35","GR4YN,C,4","STREET,C,26","CITY,C,18","STATE,C,3","ZIP,C,6","PLUS_4,C,7","GDTLAT,N,10,6","GDTLONG,N,11,6","GDTSTAT,C,4","NYSAD_ID,N,11,0","NYSSD_ID,N,11,0"
   3438,580205060014,MERRIMAC SCHOOL,   1,1090 BROADWAY AVE,HOLBROOK,NY,11741,5402,40.787763,-73.068034,B1,3,3
   3439,580205060015,CHIPPEWA ES,   1,ONE DAVID MELLO DR,HOLTSVILLE,NY,11742,1434,40.815365,-73.046497,14,7,3
   3440,580205060017,TECUMSEH ES,   1,179 GRANNY RD,FARMINGVILLE,NY,11738,2321,40.837204,-73.016251,B1,7,2
   3441,580205060018,TAMARAC ES,   1,50 SPENCE AVE,HOLTSVILLE,NY,11742,1999,40.801516,-73.047384,B1,3,3
   3442,580205060019,SACHEM HS,   0,212 SMITH RD,LAKE RONKONKOMA,NY,11779,2299,40.838810,-73.097933,B1,7,2
   3443,580206020002,PORT JEFFERSON MS,   0,320 OLD POST RD,PORT JEFFERSON,NY,11777,2099,40.947136,-73.059879,15,4,1
   3444,580206020003,PORT JEFFERSON HS,   0,320 OLD POST RD,PORT JEFFERSON,NY,11777,2099,40.947136,-73.059879,15,4,1
   3445,580206020004,PORT JEFFERSON ES,   1,550 SCRAGGY HILL RD,PORT JEFFERSON,NY,11777,1969,40.943812,-73.053017,B1,4,1
   3446,580207020001,MT SINAI ES,   1,N COUNTRY RD,MOUNT SINAI,NY,11766,0397,40.920254,-72.995647,15,4,1
   3447,580207020002,MT SINAI MS,   0,N COUNTRY RD,MOUNT SINAI,NY,11766,0397,40.920254,-72.995647,15,4,1
   3448,580207020003,MT SINAI HS,   0,GERTRUDE GOODMAN DR,MOUNT SINAI,NY,11766,0398,40.920254,-72.995647,14,4,1
   3449,580208020001,NORTH COUNTRY ROAD SCHOOL,   0,191 N COUNTRY RD,MILLER PLACE,NY,11764,2036,40.957263,-72.995345,B1,1,1
   3450,580208020002,ANDREW MULLER PRIMARY SCHOOL,   0,65 LOWER ROCKY PT RD,MILLER PLACE,NY,11764,1635,40.961531,-72.994702,B1,1,1
   3451,580208020003,MILLER PLACE HS,   0,15 MEMORIAL DR,MILLER PLACE,NY,11764,2800,40.934609,-72.988884,B1,1,1
   3452,580208020004,SOUND BEACH SCHOOL,   1,197 N COUNTRY RD,MILLER PLACE,NY,11764,2035,40.956887,-72.995236,B1,1,1
   3453,580209020001,JOSEPH A. EDGAR ES,   1,525 RT 25A,ROCKY POINT,NY,11778,8822,40.946349,-72.932269,B1,1,1
   3454,580209020002,ROCKY POINT JSHS,   0,82 ROCKY PT-YPHNK RD,ROCKY POINT,NY,11778,8401,40.951802,-72.934167,14,1,1
   3455,580209020003,FRANK J. CARASITI ES,   0,90 ROCKY PT-YPHNK RD,ROCKY POINT,NY,11778,8824,40.951802,-72.934167,14,1,1
   3456,580211060002,HAWKINS PATH SCHOOL,   1,485 HAWKINS PATH,SELDEN,NY,11784,1700,40.871825,-73.047581,15,1,2
   3457,580211060003,HOLBROOK ROAD SCHOOL,   1,170 HOLBROOK RD,CENTEREACH,NY,11720,4158,40.847142,-73.083454,B1,7,2
   3458,580211060004,NORTH COLEMAN ROAD SCHOOL,   1,197 N COLEMAN RD,CENTEREACH,NY,11720,3074,40.874232,-73.066936,B1,1,2
   3459,580211060005,OXHEAD ROAD SCHOOL,   1,144 OXHEAD RD,CENTEREACH,NY,11720,1900,40.868338,-73.082042,15,7,2
   3460,580211060007,EUGENE AUER MEMORIAL SCHOOL,   1,17 WING ST,LAKE GROVE,NY,11755,1909,40.864729,-73.113860,B1,6,2
   3461,580211060009,DAWNWOOD MS,   0,10 43RD ST,CENTEREACH,NY,11720,2366,40.873518,-73.086490,B1,4,2
   3462,580211060010,NEWFIELD HS,   0,145 MARSHALL DR,SELDEN,NY,11784,2348,40.863960,-73.059395,B1,1,2
   3463,580211060011,SELDEN MS,   0,22 JEFFERSON AVE,CENTEREACH,NY,11720,3249,40.877068,-73.063246,B1,4,2
   3464,580211060014,STAGECOACH SCHOOL,   1,205 DARE RD,SELDEN,NY,11784,1422,40.880968,-73.038323,B1,4,1
   3465,580211060015,JERICHO ES,   1,34 N COLEMAN RD,CENTEREACH,NY,11720,3075,40.863502,-73.065370,B1,1,2
   3466,580211060016,CENTEREACH HS,   0,14 43RD ST,CENTEREACH,NY,11720,2353,40.873509,-73.086769,B1,4,2
   3467,580211060017,NEW LANE MEMORIAL ES,   1,15 NEW LN,SELDEN,NY,11784,3314,40.867167,-73.020880,B1,3,1
   3468,580211060018,UNITY DRIVE LEARNING CTR,   0,11 UNITY DR,CENTEREACH,NY,11720,2709,40.866669,-73.081204,B1,7,2
   3469,580212060001,C.E. WALTERS SCHOOL,   1,15 EVERETT DR,YAPHANK,NY,11980,9001,40.853430,-72.906210,14,2,1
   3470,580212060002,CORAM ES,   1,61 CORAM-MT SINAI RD,CORAM,NY,11727,3054,40.879018,-72.998987,15,1,1
   3471,580212060003,RIDGE ES,   1,ONE RIDGE RD,RIDGE,NY,11961,1007,40.894162,-72.896398,B1,1,1
   3472,580212060004,WEST MIDDLE ISLAND SCHOOL,   1,30 SWEZEY LN,MIDDLE ISLAND,NY,11953,1439,40.893866,-72.977406,B1,1,1
   3473,580212060005,LONGWOOD HS,   0,100 LONGWOOD RD,MIDDLE ISLAND,NY,11953,2000,40.865204,-72.935577,B1,1,1
   3474,580212060006,LONGWOOD JHS,   0,198 LONGWOOD RD,MIDDLE ISLAND,NY,11953,2000,40.865271,-72.934535,B1,1,1
   3475,580212060007,LONGWOOD MS,   0,41 YAPHNK-MID ISL RD,MIDDLE ISLAND,NY,11953,2369,40.882226,-72.946462,14,1,1
   3476,580221020001,SOUTH STREET SCHOOL,   0,130 SOUTH ST,MANORVILLE,NY,11949,9469,40.854937,-72.819736,B1,1,1
   3477,580221020002,DAYTON AVE SCHOOL,   1,151 DAYTON AVE,MANORVILLE,NY,11949,9469,40.841434,-72.830743,B1,1,1
   3478,580224030001,BARTON ES,   1,185 BARTON AVE,PATCHOGUE,NY,11772,1498,40.787471,-73.002537,B1,3,3
   3479,580224030002,TREMONT ES,   1,143 TREMONT AVE,MEDFORD,NY,11763,3798,40.801113,-73.003063,B1,3,3
   3480,580224030003,BAY ES,   1,114 BAY AVE,PATCHOGUE,NY,11772,4099,40.761258,-73.005240,B1,3,3
   3481,580224030004,MEDFORD ES,   1,281 MEDFORD AVE,PATCHOGUE,NY,11772,1285,40.773887,-73.007783,B1,3,3
   3482,580224030005,RIVER ES,   1,46 RIVER AVE,PATCHOGUE,NY,11772,3371,40.763461,-73.022969,B1,3,3
   3483,580224030006,OREGON MS,   0,109 OREGON AVE,MEDFORD,NY,11763,3748,40.805523,-72.997572,B1,3,3
   3484,580224030007,SOUTH OCEAN MS,   0,225 S OCEAN AVE,PATCHOGUE,NY,11772,3787,40.760525,-73.012895,B1,3,3
   3485,580224030008,PATCHOGUE-MEDFORD HS,   0,181 BUFFALO AVE,MEDFORD,NY,11763,3797,40.805952,-72.989700,B1,3,3
   3486,580224030009,EAGLE ES,   1,1000 WAVE AVE,MEDFORD,NY,11763,1799,40.814207,-72.987610,15,3,3
   3487,580224030010,CANAAN ES,   1,TRACTION BLVD,PATCHOGUE,NY,11772,1699,40.771583,-72.999382,14,3,3
   3488,580224030011,SAXTON MS,   0,121-123 SAXTON ST,PATCHOGUE,NY,11772,1899,40.783797,-73.003291,B1,3,3
   3489,580232030001,NATHANIEL WOODHULL SCHOOL,   0,FRANCIS LANDAU PL,SHIRLEY,NY,11967,2997,40.797666,-72.869943,15,2,1
   3490,580232030002,WILLIAM FLOYD HS,   0,240 MASTIC BEACH RD,MASTIC BEACH,NY,11951,1099,40.783681,-72.850128,B1,2,1
   3491,580232030004,WILLIAM FLOYD ES,   1,LEXINGTON RD,SHIRLEY,NY,11967,2999,40.797666,-72.869943,15,2,1
   3492,580232030005,TANGIER SMITH SCHOOL,   1,BLANCO DR,MASTIC BEACH,NY,11951,1098,40.765029,-72.842322,14,2,1
   3493,580232030006,MORICHES ES,   1,MONTAUK HWY,MORICHES,NY,11955,1403,40.802826,-72.822907,15,2,1
   3494,580232030007,WILLIAM PACA JHS,   0,BLANCO DR,MASTIC BEACH,NY,11951,1097,40.765029,-72.842322,14,2,1
   3495,580232030008,JOHN S. HOBART ES,   1,VAN BUREN ST,SHIRLEY,NY,11967,2998,40.797666,-72.869943,14,2,1
   3496,580233020001,CTR MORICHES HS,   0,311 FROWEIN RD,CENTER MORICHES,NY,11934,2299,40.804329,-72.809554,B1,2,1
   3497,580233020003,CLAYTON HUEY ES,   1,511 MAIN ST,CENTER MORICHES,NY,11934,2299,40.800534,-72.797937,B1,2,1
   3498,580234020001,EAST MORICHES SCHOOL,   1,9 ADELAIDE AVE,EAST MORICHES,NY,11940,1320,40.793569,-72.758310,B1,2,1
   3499,580235060002,KREAMER STREET ES,   0,KREAMER ST,BELLPORT,NY,11713,2331,40.773352,-72.947521,15,3,3
   3500,580235060003,BROOKHAVEN ES,   0,FIREPLACE NECK RD,BROOKHAVEN,NY,11719,9738,40.775069,-72.919599,15,3,3
   3501,580235060004,BELLPORT MS,   0,KREAMER ST,BELLPORT,NY,11713,2399,40.773352,-72.947521,15,3,3
   3502,580235060005,FRANK P. LONG IS,   1,BROOKHAVEN AVE,BELLPORT,NY,11713,1698,40.773352,-72.947521,15,3,3
   3503,580235060006,BELLPORT SHS,   0,BEAVER DAM RD,BROOKHAVEN,NY,11719,9751,40.775069,-72.919599,15,3,3
   3504,580235060007,VERNE W. CRITZ ES,   0,DUNTON AVE,EAST PATCHOGUE,NY,11772,5598,40.771583,-72.999382,15,3,3
   3505,580301020001,JOHN M. MARSHALL ES,   1,3 GINGERBREAD LN,EAST HAMPTON,NY,11937,2498,40.962996,-72.196072,B1,2,1
   3506,580301020002,EAST HAMPTON HS,   0,2 LONG LN,EAST HAMPTON,NY,11937,2597,40.968441,-72.200416,B1,2,1
   3507,580301020003,EAST HAMPTON MS,   0,76 NEWTOWN LN,EAST HAMPTON,NY,11937,2409,40.964682,-72.189223,B1,2,1
   3508,580302080001,WAINSCOTT SCHOOL,   0,HOLLOW RD,WAINSCOTT,NY,11975,0079,40.950762,-72.238056,18,2,1
   3509,580303020001,AMAGANSETT SCHOOL,   1,320 MAIN ST-PO B 7062,AMAGANSETT,NY,11930,7062,40.979926,-72.109065,18,2,1
   3510,580304020001,SPRINGS SCHOOL,   1,48 SCHOOL ST,EAST HAMPTON,NY,11937,1698,41.017093,-72.156917,B1,2,1
   3511,580305020001,SAG HARBOR ES,   1,200 JERMAIN AVE,SAG HARBOR,NY,11963,3549,40.995267,-72.289011,B1,2,1
   3512,580305020004,PIERSON HS,   0,200 JERMAIN AVE,SAG HARBOR,NY,11963,3549,40.995267,-72.289011,B1,2,1
   3513,580306020001,MONTAUK SCHOOL,   1,50 S DORSET RD,MONTAUK,NY,11954,5057,41.041591,-71.946481,15,2,1
   3514,580401020001,JAMES H. BOYD ES,   1,286 CUBA HILL RD,HUNTINGTON,NY,11743,4865,40.849904,-73.342399,B1,9,5
   3515,580401020003,ELWOOD/JOHN GLENN HS,   0,478 ELWOOD RD,ELWOOD,NY,11731,4890,40.852455,-73.332325,B1,9,5
   3516,580401020004,HARLEY AVE ES,   0,30 HARLEY AVE,ELWOOD,NY,11731,4900,40.852633,-73.319063,B1,9,5
   3517,580401020005,ELWOOD MS,   0,478 ELWOOD RD,ELWOOD,NY,11731,4891,40.852455,-73.332325,B1,9,5
   3518,580402060002,LLOYD HARBOR SCHOOL,   1,SCHOOL LN,HUNTINGTON,NY,11743,1039,40.867586,-73.410873,15,9,5
   3519,580402060003,WEST SIDE SCHOOL,   1,1597 LAUREL HOLLOW RD,SYOSSET,NY,11791,9636,40.863536,-73.483351,B1,13,5
   3520,580402060004,COLD SPRING HARBOR HS,   0,TURKEY LN,COLD SPRING HARBOR,NY,11724,1799,40.859758,-73.455592,15,10,5
   3521,580402060005,GOOSEHILL PRIMARY CTR,   0,75 GOOSE HILL RD,COLD SPRING HARBOR,NY,11724,1316,40.877202,-73.450144,B1,10,5
   3522,580403030002,SOUTHDOWN ES,   1,BROWNS RD,HUNTINGTON,NY,11743,1500,40.867586,-73.410873,15,9,5
   3523,580403030004,FLOWER HILL SCHOOL,   0,GOLF LN,HUNTINGTON,NY,11743,1500,40.867586,-73.410873,15,9,5
   3524,580403030005,JEFFERSON SCHOOL,   0,OAKWOOD RD,HUNTINGTON,NY,11743,1500,40.867586,-73.410873,15,9,5
   3525,580403030009,WASHINGTON SCHOOL,   0,WHITSON RD,HUNTINGTON,NY,11743,1500,40.867586,-73.410873,14,9,5
   3526,580403030013,HUNTINGTON HS,   0,MCKAY RD,HUNTINGTON,NY,11743,1500,40.867586,-73.410873,14,9,5
   3527,580403030014,FINLEY JHS,   0,GREENLAWN RD,HUNTINGTON,NY,11743,1500,40.867586,-73.410873,15,9,5
   3528,580403030016,HUNTINGTON IS,   1,115 LOWNDES AVE,HUNTINGTON STATION,NY,11746,0000,40.856211,-73.414498,B1,10,5
   3529,580403030017,WOODHULL EARLY CHLDHD CTR,   0,WOODHULL RD,HUNTINGTON,NY,11743,1500,40.867586,-73.410873,15,9,5
   3530,580404030001,DICKINSON AVE ES,   1,120 DICKINSON AVE,EAST NORTHPORT,NY,11731,1099,40.887142,-73.331355,B1,9,2
   3531,580404030002,FIFTH AVE ES,   1,1157 FIFTH AVE,EAST NORTHPORT,NY,11731,2630,40.876160,-73.302924,B1,9,2
   3532,580203020002,NORWOOD AVE SCHOOL,   1,25 NORWOOD RD,NORTHPORT,NY,11768,3599,40.910781,-73.323130,B1,9,5
   3533,580404030005,OCEAN AVE SCHOOL,   1,100 OLEAN AVE,NORTHPORT,NY,11768,3049,40.904770,-73.342265,B1,9,2
   3534,580404030006,PULASKI ROAD SCHOOL,   1,623 NINTH AVE,EAST NORTHPORT,NY,11731,2120,40.877192,-73.334442,B1,9,2
   3535,580404030007,EAST NORTHPORT MS,   0,1075 FIFTH AVE,EAST NORTHPORT,NY,11731,2600,40.874377,-73.313705,B1,9,2
   3536,580404030008,NORTHPORT MS,   0,11 MIDDLEVILLE RD,NORTHPORT,NY,11768,2220,40.898880,-73.323140,B1,9,2
   3537,580404030009,NORTHPORT SHS,   0,154 LAUREL HILL RD,NORTHPORT,NY,11768,3400,40.880267,-73.342513,B1,9,2
   3538,580404030011,BELLEROSE ES,   1,253 BELLEROSE AVE,EAST NORTHPORT,NY,11731,1625,40.881244,-73.319088,B1,9,2
   3539,580405060001,OTSEGO ES,   1,55 OTSEGO ST,DIX HILLS,NY,11746,6453,40.829513,-73.375033,15,10,2
   3540,580405060002,FOREST PARK ES,   1,30 DEFOREST RD,DIX HILLS,NY,11746,4888,40.824046,-73.336406,B1,9,2
   3541,580405060008,CANDLEWOOD MS,   0,1200 CARLL'S STRT PTH,DIX HILLS,NY,11746,8099,40.829513,-73.375033,14,10,2
   3542,580405060010,HALF HOLLOW HILLS HS EAST,   0,50 VANDERBILT PKY,DIX HILLS,NY,11746,5896,40.817794,-73.297247,B1,9,2
   3543,580405060011,VANDERBILT ES,   1,350 DEER PARK AVE,DIX HILLS,NY,11746,5295,40.814681,-73.342603,B1,9,2
   3544,580405060012,PAUMANOK ES,   1,ONE SEAMAN NECK RD,DIX HILLS,NY,11746,7114,40.797744,-73.324174,B1,9,2
   3545,580405060013,SIGNAL HILL ES,   1,670 CALEDONIA RD,DIX HILLS,NY,11746,5198,40.818584,-73.364342,B1,9,2
   3546,580405060014,WEST HOLLOW MS,   0,250 OLD EAST NECK RD,MELVILLE,NY,11747,3298,40.780498,-73.402567,B1,10,2
   3547,580405060015,CHESTNUT HILL ES,   1,600 S SERVICE RD,DIX HILLS,NY,11746,6098,40.796040,-73.343507,B1,10,2
   3548,580405060016,HALF HOLLOW HILLS HS WEST,   0,375 WOLF HILL RD,DIX HILLS,NY,11746,5694,40.809288,-73.373068,B1,9,2
   3549,580406060001,TAYLOR AVE EARLY CHLDHD CTR,   0,TAYLOR AVE,GREENLAWN,NY,11740,1497,40.865507,-73.366148,15,9,5
   3550,580406060005,OLDFIELD MS,   0,2 OLDFIELD RD,GREENLAWN,NY,11740,1200,40.865507,-73.366148,14,9,5
   3551,580406060007,HARBORFIELDS HS,   0,TAYLOR AVE,GREENLAWN,NY,11740,1497,40.865507,-73.366148,15,9,5
   3552,580406060009,THOMAS J. LAHEY ES,   1,PULASKI RD,GREENLAWN,NY,11740,1796,40.865507,-73.366148,15,9,5
   3553,580410030005,INDIAN HOLLOW SCHOOL,   0,KINGS PARK RD,COMMACK,NY,11725,0150,40.839740,-73.271972,15,6,2
   3554,580410030008,NORTH RIDGE SCHOOL,   0,TOWNLINE RD,COMMACK,NY,11725,0150,40.839740,-73.271972,15,6,2
   3555,580410030014,WOOD PARK SCHOOL,   0,NEW HWY,COMMACK,NY,11725,0150,40.839740,-73.271972,15,6,2
   3556,580410030017,COMMACK HS,   0,SCHOLAR LN,COMMACK,NY,11725,0150,40.839740,-73.271972,15,6,2
   3557,580410030018,ROLLING HILLS SCHOOL,   0,P.O. BOX 150,COMMACK,NY,11725,0150,40.839740,-73.271972,14,6,2
   3558,580410030019,COMMACK MS,   0,VANDERBILT PKY,COMMACK,NY,11725,0150,40.839740,-73.271972,14,6,2
   3559,580410030020,BURR IS,   1,BURR RD,COMMACK,NY,11725,0150,40.839740,-73.271972,15,6,2
   3560,580410030021,SAWMILL IS,   1,NEW HWY,COMMACK,NY,11725,0150,40.839740,-73.271972,15,6,2
   3561,580413030003,OAKWOOD PRIMARY CTR,   0,264 W 22ND ST,HUNTINGTON,NY,11743,6199,40.831551,-73.436070,B1,10,5
   3562,580413030008,BIRCHWOOD IS,   1,121 WOLF HILL RD,MELVILLE,NY,11747,1298,40.812029,-73.397802,B1,10,5
   3563,580413030009,COUNTRYWOOD PRIMARY CTR,   0,499 OLD COUNTRY RD,HUNTINGTON STATION,NY,11746,4738,40.813989,-73.381481,B1,9,2
   3564,580413030011,WALT WHITMAN HS,   0,301 WEST HILLS RD,HUNTINGTON STATION,NY,11746,3643,40.828356,-73.421070,B1,10,5
   3565,580413030012,MAPLEWOOD IS,   1,19 SCHOOL LN,HUNTINGTON STATION,NY,11746,2895,40.844309,-73.379449,B1,10,5
   3566,580413030013,HENRY L. STIMSON MS,   0,401 OAKWOOD RD,HUNTINGTON STATION,NY,11746,7298,40.845491,-73.430214,B1,10,5
   3567,580501030001,BROOK AVE ES,   0,45 BROOK AVE,BAY SHORE,NY,11706,7416,40.741622,-73.262714,B1,8,4
   3568,580501030002,GARDINER MANOR SCHOOL,   1,125 WOHSEEPEE DR,BAY SHORE,NY,11706,7130,40.721519,-73.274749,B1,8,4
   3569,580501030003,MARY G. CLARKSON SCHOOL,   0,1415 E THIRD AVE,BAY SHORE,NY,11706,4221,40.745116,-73.258141,B1,8,4
   3570,580501030004,FIFTH AVE SCHOOL,   0,217 FIFTH AVE,BAY SHORE,NY,11706,6488,40.723883,-73.257696,B1,8,4
   3571,580501030005,SOUTH COUNTRY SCHOOL,   1,885 HAMPSHIRE RD,BAY SHORE,NY,11706,7699,40.707884,-73.275616,B1,8,4
   3572,580501030006,BAY SHORE SHS,   0,155 THIRD AVE,BAY SHORE,NY,11706,6695,40.730567,-73.255118,B1,8,4
   3573,580501030007,BAY SHORE MS,   0,393 BROOK AVE,BAY SHORE,NY,11706,5646,40.738701,-73.255000,B1,8,4
   3574,580502020001,ISLIP HS,   0,2508 UNION BLVD,ISLIP,NY,11751,3435,40.730700,-73.215314,B1,8,4
   3575,580502020002,COMMACK ROAD ES,   1,300 COMMACK RD,ISLIP,NY,11751,3425,40.743936,-73.219976,B1,8,4
   3576,580502020004,ISLIP MS,   0,211 MAIN ST,ISLIP,NY,11751,3435,40.725201,-73.221446,B1,8,3
   3577,580502020005,MAUD S. SHERWOOD ES,   1,301 SMITH AVE,ISLIP,NY,11751,3435,40.714892,-73.215069,B1,8,3
   3578,580502020006,ISLIP K-1 CTR,   0,WINGANHAUPPAUGE RD,ISLIP,NY,11751,3435,40.733598,-73.213516,15,8,4
   3579,580503030001,CONNETQUOT ES,   1,ONE MERRICK ST,ISLIP TERRACE,NY,11752,1899,40.754539,-73.175473,B1,8,4
   3580,580503030003,JOHN F. KENNEDY ES,   1,94 WOODLAND DR,EAST ISLIP,NY,11730,3299,40.723583,-73.187891,B1,8,3
   3581,580503030004,TIMBER POINT ES,   1,200 TIMBER POINT RD,EAST ISLIP,NY,11730,3397,40.728831,-73.178630,15,8,3
   3582,580503030006,EAST ISLIP HS,   0,ONE REDMEN ST,ISLIP TERRACE,NY,11752,2898,40.748789,-73.184412,B1,8,4
   3583,580503030007,RUTH C. KINNEY ES,   1,SPUR DR S,ISLIP TERRACE,NY,11752,2399,40.758134,-73.181010,15,8,4
   3584,580503030008,ISLIP TERRACE JHS,   0,ONE REDMEN ST,ISLIP TERRACE,NY,11752,2895,40.748789,-73.184412,B1,8,4
   3585,580503030009,EARLY CHLDHD CTR,   0,1 CRAIG B. GARIEPY AV,ISLIP TERRACE,NY,11752,2820,40.758134,-73.181010,15,8,4
   3586,580504030001,CHERRY AVE ES,   1,155 CHERRY AVE,WEST SAYVILLE,NY,11796,1299,40.735659,-73.095461,B1,5,3
   3587,580504030003,SUNRISE DRIVE ES,   1,320 SUNRISE DR,SAYVILLE,NY,11782,2043,40.758392,-73.077188,B1,5,3
   3588,580504030004,SAYVILLE HS,   0,20 BROOK ST,WEST SAYVILLE,NY,11796,1499,40.734822,-73.095030,B1,5,3
   3589,580504030005,SAYVILLE MS,   0,291 JOHNSON AVE,SAYVILLE,NY,11782,1139,40.757870,-73.089752,B1,5,3
   3590,580504030006,LINCOLN AVE ES,   1,440 LINCOLN AVE,SAYVILLE,NY,11782,1418,40.751587,-73.082140,B1,5,3
   3591,580505020002,BLUE POINT ES,   1,212 BLUE POINT AVE,BLUE POINT,NY,11715,1299,40.749240,-73.036818,B1,3,3
   3592,580505020003,SYLVAN AVE ES,   1,600 SYLVAN AVE,BAYPORT,NY,11705,1543,40.752367,-73.047293,B1,5,3
   3593,580505020004,BAYPORT-BLUE POINT HS,   0,200 SNEDECOR AVE,BAYPORT,NY,11705,1796,40.743238,-73.053763,B1,5,3
   3594,580505020005,ACAD STREET ES,   1,150 ACADEMY ST,BAYPORT,NY,11705,1798,40.740937,-73.057414,B1,5,3
   3595,580505020006,JAMES WILSON YOUNG MS,   0,602 SYLVAN AVE,BAYPORT,NY,11705,1544,40.752402,-73.047293,B1,5,3
   3596,580506030003,PINES ES,   1,HOLLY DR,SMITHTOWN,NY,11787,4251,40.850147,-73.211780,15,6,2
   3597,580506030004,BRETTON WOODS ES,   1,CLUB LN,HAUPPAUGE,NY,11788,4455,40.815342,-73.207046,15,7,3
   3598,580506030005,HAUPPAUGE MS,   0,600 TOWN LINE RD,HAUPPAUGE,NY,11788,2837,40.825894,-73.196492,B1,6,2
   3599,580506030007,HAUPPAUGE HS,   0,500 LINCOLN BLVD,HAUPPAUGE,NY,11788,2836,40.823669,-73.199596,B1,7,3
   3600,580506030008,FOREST BROOK ES,   1,LILAC LN,SMITHTOWN,NY,11787,2351,40.850147,-73.211780,15,6,2
   3601,580507060002,HELEN B. DUFFIELD ES,   1,600 FIRST ST,RONKONKOMA,NY,11779,6304,40.802319,-73.126849,B1,3,3
   3602,580507060003,JOHN PEARL ES,   1,1070 SMITHTOWN AVE,BOHEMIA,NY,11716,3899,40.765077,-73.108196,B1,5,3
   3603,580507060004,EDITH L. SLOCUM ES,   1,2460 SYCAMORE AVE,RONKONKOMA,NY,11779,6095,40.807751,-73.127699,B1,3,3
   3604,580507060005,SYCAMORE AVE ES,   1,745 SYCAMORE AVE,BOHEMIA,NY,11716,3500,40.756824,-73.119992,B1,5,4
   3605,580507060006,CONNETQUOT HS,   0,190 SEVENTH ST,BOHEMIA,NY,11716,1331,40.782594,-73.135952,B1,5,4
   3606,580507060007,CHEROKEE STREET ES,   1,130 CHEROKEE ST,RONKONKOMA,NY,11779,4600,40.820479,-73.138911,B1,7,3
   3607,580507060008,IDLE HOUR ES,   1,334  IDLE HOUR BLVD,OAKDALE,NY,11769,1998,40.738868,-73.148856,B1,5,3
   3608,580507060009,EDWARD J. BOSTI ES,   1,50 BOURNE BLVD,BOHEMIA,NY,11716,4999,40.749306,-73.108512,B1,5,3
   3609,580507060010,RONKONKOMA JHS,   0,501 PECONIC ST,RONKONKOMA,NY,11779,6860,40.798145,-73.137696,B1,3,3
   3610,580507060011,OAKDALE-BOHEMIA JHS,   0,60 OAKDALE-BOHEMIA RD,OAKDALE,NY,11769,1395,40.744539,-73.129582,B1,5,3
   3611,580509030001,BAYVIEW ES,   1,165 SNEDECOR AVE,WEST ISLIP,NY,11795,0000,40.691554,-73.287347,B1,8,4
   3612,580509030004,MANETUCK ES,   1,800 VAN BUREN AVE,WEST ISLIP,NY,11795,0000,40.710722,-73.302614,15,7,4
   3613,580509030005,OQUENOCK ES,   1,425 SPRUCE AVE,WEST ISLIP,NY,11795,0000,40.715066,-73.300881,B1,7,4
   3614,580509030007,PAUL J. BELLEW ES,   1,25 HIGBIE LN,WEST ISLIP,NY,11795,0000,40.698300,-73.307223,B1,7,4
   3615,580509030009,WESTBROOK ES,   1,350 HIGBIE LN,WEST ISLIP,NY,11795,0000,40.713447,-73.308787,B1,7,4
   3616,580509030010,BEACH STREET MS,   0,BEACH ST,WEST ISLIP,NY,11795,0000,40.710722,-73.302614,15,7,4
   3617,580509030011,UDALL ROAD MS,   0,650 UDALL RD,WEST ISLIP,NY,11795,0000,40.723453,-73.300438,B1,7,4
   3618,580509030012,WEST ISLIP SHS,   0,1 LION'S PATH,WEST ISLIP,NY,11795,0000,40.710722,-73.302614,14,7,4
   3619,580512030001,SOUTHWEST ES,   1,1095 JOSELSEN AVE,BAY SHORE,NY,11706,2099,40.750649,-73.285832,B1,7,4
   3620,580512030002,EAST ES,   0,50 TIMBERLINE DR,BRENTWOOD,NY,11717,4819,40.778558,-73.230123,B1,5,3
   3621,580512030003,HEMLOCK ES,   1,19 HEMLOCK DR,BAY SHORE,NY,11706,2900,40.755456,-73.270175,B1,5,4
   3622,580512030004,LAUREL PARK ES,   1,48 SWAN LN,BRENTWOOD,NY,11717,6800,40.760953,-73.232216,B1,5,3
   3623,580512030005,LORETTA PARK ES,   1,77 STAHLEY ST,BRENTWOOD,NY,11717,7500,40.760047,-73.226647,B1,5,3
   3624,580512030006,NORTH ES,   1,50 W WHITE ST,BRENTWOOD,NY,11717,1300,40.800839,-73.262440,B1,7,3
   3625,580512030007,NORTHEAST ES,   1,2 DEVON RD,BRENTWOOD,NY,11717,2144,40.797116,-73.241275,B1,7,3
   3626,580512030009,OAK PARK ES,   1,775 WISCONSIN AVE,BAY SHORE,NY,11706,2351,40.762161,-73.248407,B1,5,4
   3627,580512030010,PINE PARK ES,   0,ONE MUR PL,BRENTWOOD,NY,11717,2900,40.788080,-73.260222,B1,5,3
   3628,580512030012,SOUTHEAST ES,   1,1 MELODY LN,BRENTWOOD,NY,11717,6700,40.765707,-73.233734,B1,5,3
   3629,580512030013,TWIN PINES ES,   1,2 MUR PL,BRENTWOOD,NY,11717,2926,40.788075,-73.260258,B1,5,3
   3630,580512030015,WEST MS,   0,2030 UDALL RD,BAY SHORE,NY,11706,1999,40.756308,-73.294418,B1,7,4
   3631,580512030016,NORTH MS,   0,350 WICKS RD,BRENTWOOD,NY,11717,1150,40.789395,-73.264527,B1,5,3
   3632,580512030018,BRENTWOOD HS,   0,2 SIXTH AVE,BRENTWOOD,NY,11717,6100,40.773084,-73.252544,B1,5,4
