name	BEDS Code	Enrollment	District	County
Boonville Elementary School	410401060004	373	Adirondack Central School District	ONEIDA
Forestport Elementary School	410401060003	100	Adirondack Central School District	ONEIDA
West Leyden Elementary School	410401060002	156	Adirondack Central School District	ONEIDA
Annsville Area School	410601040004	199	Camden Central School District	ONEIDA
Camden Elementary School	410601040007	450	Camden Central School District	ONEIDA
Camden Middle School	410601040010	574	Camden Central School District	ONEIDA
Camden Senior High School	410601040006	789	Camden Central School District	ONEIDA
Mcconnellsville Elementary School	410601040002	252	Camden Central School District	ONEIDA
North Bay Area School	410601040003	155	Camden Central School District	ONEIDA
Clinton Elementary School	411101060001	589	Clinton Central School District	ONEIDA
Clinton Middle School	411101060004	322	Clinton Central School District	ONEIDA
Clinton Senior High School	411101060005	489	Clinton Central School District	ONEIDA
General William Floyd Elementary School	412201060005	353	Holland Patent Central School District	ONEIDA
Holland Patent Central High School	412201060006	545	Holland Patent Central School District	ONEIDA
Holland Patent Elementary School	412201060003	334	Holland Patent Central School District	ONEIDA
Holland Patent Middle School	412201060001	388	Holland Patent Central School District	ONEIDA
Hughes Elementary School	411501060003	503	New Hartford Central School District	ONEIDA
Myles Elementary School	411501060005	340	New Hartford Central School District	ONEIDA
New Hartford Senior High School	411501060001	625	New Hartford Central School District	ONEIDA
Perry Junior High School	411501060006	661	New Hartford Central School District	ONEIDA
Robert L Bradley Elementary School	411501060004	504	New Hartford Central School District	ONEIDA
New York Mills Elementary School	411504020003	322	New York Mills Union Free School District	ONEIDA
New York Mills Junior-Senior High School	411504020001	253	New York Mills Union Free School District	ONEIDA
N A Walbran Elementary School	412901040002	372	Oriskany Central School District	ONEIDA
Oriskany Junior-Senior High School	412901040003	333	Oriskany Central School District	ONEIDA
Remsen Elementary School	411701040001	242	Remsen Central School District	ONEIDA
Remsen Junior-Senior High School	411701040002	235	Remsen Central School District	ONEIDA
Bellamy Elementary School	411800010008	462	Rome City School District	ONEIDA
Clough Prek Center	411800010011	232	Rome City School District	ONEIDA
Gansevoort Elementary School	411800010001	363	Rome City School District	ONEIDA
George R Staley Upper Elementary School	411800010025	793	Rome City School District	ONEIDA
John E Joy Elementary School	411800010015	258	Rome City School District	ONEIDA
Louis V Denti Elementary School	411800010023	463	Rome City School District	ONEIDA
Lyndon H Strough Middle School	411800010010	787	Rome City School District	ONEIDA
Ridge Mills Elementary School	411800010013	247	Rome City School District	ONEIDA
Rome Free Academy	411800010020	1612	Rome City School District	ONEIDA
Stokes Elementary School	411800010014	253	Rome City School District	ONEIDA
Sauquoit Valley Elementary School	411603040001	488	Sauquoit Valley Central School District	ONEIDA
Sauquoit Valley High School	411603040003	370	Sauquoit Valley Central School District	ONEIDA
Sauquoit Valley Middle School	411603040004	234	Sauquoit Valley Central School District	ONEIDA
E A Mcallister Elementary School	412000050006	313	Sherrill City School District	ONEIDA
J D George Elementary School	412000050001	448	Sherrill City School District	ONEIDA
Vernon-Verona-Sherrill Middle School	412000050007	322	Sherrill City School District	ONEIDA
Vernon-Verona-Sherrill Senior High School	412000050004	699	Sherrill City School District	ONEIDA
W A Wettel Elementary School	412000050005	334	Sherrill City School District	ONEIDA
Albany Elementary School	412300010003	526	Utica City School District	ONEIDA
Christopher Columbus Elementary School	412300010005	719	Utica City School District	ONEIDA
General Herkimer Elementary School	412300010006	606	Utica City School District	ONEIDA
Hugh R Jones Elementary School	412300010009	459	Utica City School District	ONEIDA
John F Hughes Elementary School	412300010016	434	Utica City School District	ONEIDA
John F Kennedy Middle School	412300010022	1124	Utica City School District	ONEIDA
Kernan Elementary School	412300010018	615	Utica City School District	ONEIDA
Martin Luther King Jr Elementary School	412300010011	283	Utica City School District	ONEIDA
Senator James H Donovan Middle School	412300010023	1008	Utica City School District	ONEIDA
Thomas Jefferson Elementary School	412300010014	476	Utica City School District	ONEIDA
Thomas R Proctor High School	412300010024	2663	Utica City School District	ONEIDA
Watson Williams Elementary School	412300010012	568	Utica City School District	ONEIDA
Memorial Park Elementary School	411902040001	491	Waterville Central School District	ONEIDA
Waterville Jr/Sr High School	411902040003	397	Waterville Central School District	ONEIDA
Westmoreland Elementary School	412801040002	363	Westmoreland Central School District	ONEIDA
Westmoreland High School	412801040003	348	Westmoreland Central School District	ONEIDA
Westmoreland Middle School	412801040004	287	Westmoreland Central School District	ONEIDA
Deerfield Elementary School	412902060005	341	Whitesboro Central School District	ONEIDA
Harts Hill School	412902060003	357	Whitesboro Central School District	ONEIDA
Marcy Elementary School	412902060002	358	Whitesboro Central School District	ONEIDA
Parkway Middle School	412902060007	255	Whitesboro Central School District	ONEIDA
Westmoreland Road Elementary School	412902060009	463	Whitesboro Central School District	ONEIDA
Whitesboro High School	412902060008	1151	Whitesboro Central School District	ONEIDA
Whitesboro Middle School	412902060006	538	Whitesboro Central School District	ONEIDA
Boonville School	410401060004	386	Adirondack Central School District	ONEIDA
Jerry C Clough Elementary School	411800010003	229	Rome City School District	ONEIDA
Fort Stanwix Elementary School	411800010006	261	Rome City School District	ONEIDA
Waterville High School	411902040003	524	Waterville Central School District	ONEIDA
Holland-Patent Central High School	412201060006	629	Holland Patent Central School District	ONEIDA
Holland-Patent Elementary School	412201060003	316	Holland Patent Central School District	ONEIDA
Holland-Patent Middle School	412201060001	419	Holland Patent Central School District	ONEIDA
Sauquoit Valley Senior High School	411603040003	450	Sauquoit Valley Central School District	ONEIDA
Southside Academy Charter School	421800860845	646		ONONDAGA
Syracuse Academy Of Science Charter School	421800860854	467		ONONDAGA
Catherine M Mcnamara Elementary School	420901060003	564	Baldwinsville Central School District	ONONDAGA
Charles W Baker High School	420901060007	1425	Baldwinsville Central School District	ONONDAGA
Donald S Ray School	420901060009	960	Baldwinsville Central School District	ONONDAGA
Harry E Elden Elementary School	420901060002	444	Baldwinsville Central School District	ONONDAGA
L Pearl Palmer Elementary School	420901060004	513	Baldwinsville Central School District	ONONDAGA
Mae E Reynolds School	420901060008	429	Baldwinsville Central School District	ONONDAGA
Theodore R Durgee Junior High School	420901060006	933	Baldwinsville Central School District	ONONDAGA
Van Buren Elementary School	420901060005	462	Baldwinsville Central School District	ONONDAGA
East Syracuse Elementary School	420401060003	345	East Syracuse-Minoa Central School District	ONONDAGA
East Syracuse-Minoa Central High School	420401060005	1157	East Syracuse-Minoa Central School District	ONONDAGA
Fremont Elementary School	420401060002	343	East Syracuse-Minoa Central School District	ONONDAGA
Minoa Elementary School	420401060009	356	East Syracuse-Minoa Central School District	ONONDAGA
Park Hill School	420401060001	209	East Syracuse-Minoa Central School District	ONONDAGA
Pine Grove Middle School	420401060010	764	East Syracuse-Minoa Central School District	ONONDAGA
Woodland Elementary School	420401060004	348	East Syracuse-Minoa Central School District	ONONDAGA
Fabius-Pompey Elementary School	420601040001	314	Fabius-Pompey Central School District	ONONDAGA
Fabius-Pompey Middle School High School	420601040003	473	Fabius-Pompey Central School District	ONONDAGA
Eagle Hill Middle School	421001060005	729	Fayetteville-Manlius Central School District	ONONDAGA
Enders Road Elementary School	421001060008	555	Fayetteville-Manlius Central School District	ONONDAGA
Fayetteville Elementary School	421001060001	501	Fayetteville-Manlius Central School District	ONONDAGA
Fayetteville-Manlius Senior High School	421001060002	1630	Fayetteville-Manlius Central School District	ONONDAGA
Mott Road Elementary School	421001060007	413	Fayetteville-Manlius Central School District	ONONDAGA
Wellwood Middle School	421001060006	690	Fayetteville-Manlius Central School District	ONONDAGA
Jamesville Elementary School	420411060002	361	Jamesville-Dewitt Central School District	ONONDAGA
Jamesville-Dewitt High School	420411060006	918	Jamesville-Dewitt Central School District	ONONDAGA
Jamesville-Dewitt Middle School	420411060005	904	Jamesville-Dewitt Central School District	ONONDAGA
Moses Dewitt Elementary School	420411060003	283	Jamesville-Dewitt Central School District	ONONDAGA
Tecumseh Elementary School	420411060004	409	Jamesville-Dewitt Central School District	ONONDAGA
Elbridge Elementary School	420501060001	377	Jordan-Elbridge Central School District	ONONDAGA
Jordan-Elbridge High School	420501060003	472	Jordan-Elbridge Central School District	ONONDAGA
Jordan-Elbridge Middle School	420501060004	329	Jordan-Elbridge Central School District	ONONDAGA
Ramsdell Elementary School	420501060002	339	Jordan-Elbridge Central School District	ONONDAGA
C Grant Grimshaw School	420807040004	388	Lafayette Central School District	ONONDAGA
La Fayette Junior-Senior High School	420807040003	381	Lafayette Central School District	ONONDAGA
Onondaga Nation School	420807040002	112	Lafayette Central School District	ONONDAGA
Chestnut Hill Elementary School	421501060009	334	Liverpool Central School District	ONONDAGA
Chestnut Hill Middle School	421501060002	330	Liverpool Central School District	ONONDAGA
Donlin Drive Elementary School	421501060016	402	Liverpool Central School District	ONONDAGA
Elmcrest Elementary School	421501060004	529	Liverpool Central School District	ONONDAGA
Liverpool Elementary School	421501060010	303	Liverpool Central School District	ONONDAGA
Liverpool High School	421501060011	2341	Liverpool Central School District	ONONDAGA
Liverpool Middle School	421501060005	374	Liverpool Central School District	ONONDAGA
Long Branch Elementary School	421501060015	443	Liverpool Central School District	ONONDAGA
Morgan Road Elementary School	421501060012	472	Liverpool Central School District	ONONDAGA
Nate Perry Elementary School	421501060001	416	Liverpool Central School District	ONONDAGA
Soule Road Elementary School	421501060013	458	Liverpool Central School District	ONONDAGA
Soule Road Middle School	421501060014	464	Liverpool Central School District	ONONDAGA
Willow Field Elementary School	421501060019	533	Liverpool Central School District	ONONDAGA
Lyncourt School	421504020001	327	Lyncourt Union Free School District	ONONDAGA
C S Driver Middle School	421101060004	777	Marcellus Central School District	ONONDAGA
K C Heffernan Elementary School	421101060001	531	Marcellus Central School District	ONONDAGA
Marcellus High School	421101060003	650	Marcellus Central School District	ONONDAGA
Allen Road Elementary School	420303060001	433	North Syracuse Central School District	ONONDAGA
Cicero Elementary School	420303060003	600	North Syracuse Central School District	ONONDAGA
Cicero-North Syracuse High School	420303060014	2263	North Syracuse Central School District	ONONDAGA
Gillette Road Middle School	420303060009	1254	North Syracuse Central School District	ONONDAGA
Karl W Saile Bear Road Elementary School	420303060002	636	North Syracuse Central School District	ONONDAGA
Lakeshore Road Elementary School	420303060004	579	North Syracuse Central School District	ONONDAGA
Main Street Elementary School	420303060015	283	North Syracuse Central School District	ONONDAGA
North Syracuse Junior High School	420303060010	1527	North Syracuse Central School District	ONONDAGA
Roxboro Road Elementary School	420303060007	613	North Syracuse Central School District	ONONDAGA
Roxboro Road Middle School	420303060011	974	North Syracuse Central School District	ONONDAGA
Smith Road Elementary School	420303060008	499	North Syracuse Central School District	ONONDAGA
Onondaga Senior High School	421201040003	448	Onondaga Central School District	ONONDAGA
Rockwell Elementary School	421201040001	233	Onondaga Central School District	ONONDAGA
Wheeler Elementary School	421201040002	267	Onondaga Central School District	ONONDAGA
Skaneateles Middle School	421601060005	408	Skaneateles Central School District	ONONDAGA
Skaneateles Senior High School	421601060002	548	Skaneateles Central School District	ONONDAGA
State Street Intermediate School	421601060004	349	Skaneateles Central School District	ONONDAGA
Waterman Elementary School	421601060003	317	Skaneateles Central School District	ONONDAGA
Solvay Elementary School	420702030001	395	Solvay Union Free School District	ONONDAGA
Solvay High School	420702030004	574	Solvay Union Free School District	ONONDAGA
Solvay Middle School	420702030007	515	Solvay Union Free School District	ONONDAGA
Bellevue Elementary School	421800010004	427	Syracuse City School District	ONONDAGA
Bellevue Middle School Academy At Shea	421800010057	283	Syracuse City School District	ONONDAGA
Clary Middle School	421800010003	360	Syracuse City School District	ONONDAGA
Corcoran High School	421800010033	1387	Syracuse City School District	ONONDAGA
Danforth Middle School	421800010020	493	Syracuse City School District	ONONDAGA
Delaware Academy	421800010041	401	Syracuse City School District	ONONDAGA
Dr King Elementary School	421800010018	509	Syracuse City School District	ONONDAGA
Dr Weeks Elementary School	421800010052	757	Syracuse City School District	ONONDAGA
Edward Smith K-8 School	421800010008	688	Syracuse City School District	ONONDAGA
Elmwood Elementary School	421800010029	373	Syracuse City School District	ONONDAGA
Expeditionary Learning Middle School	421800010058	129	Syracuse City School District	ONONDAGA
Fowler High School	421800010049	1154	Syracuse City School District	ONONDAGA
Franklin Elementary School	421800010021	730	Syracuse City School District	ONONDAGA
Frazer K-8 School	421800010022	805	Syracuse City School District	ONONDAGA
Grant Middle School	421800010035	629	Syracuse City School District	ONONDAGA
Henninger High School	421800010040	1683	Syracuse City School District	ONONDAGA
Hughes Elementary School	421800010025	494	Syracuse City School District	ONONDAGA
Huntington K-8 School	421800010015	865	Syracuse City School District	ONONDAGA
Hurlbut W Smith K-8 School	421800010031	784	Syracuse City School District	ONONDAGA
Institute Of Technology At Syracuse Central	421800010047	375	Syracuse City School District	ONONDAGA
Lemoyne Elementary School	421800010012	402	Syracuse City School District	ONONDAGA
Levy K-8 School	421800010036	77	Syracuse City School District	ONONDAGA
Lincoln Middle School	421800010048	465	Syracuse City School District	ONONDAGA
Mckinley-Brighton Elementary School	421800010042	499	Syracuse City School District	ONONDAGA
Meachem Elementary School	421800010011	412	Syracuse City School District	ONONDAGA
Nottingham High School	421800010039	1316	Syracuse City School District	ONONDAGA
Porter Elementary School	421800010027	523	Syracuse City School District	ONONDAGA
Prekindergarten Program	421800010054	1286	Syracuse City School District	ONONDAGA
Roberts K-8 School	421800010010	621	Syracuse City School District	ONONDAGA
Salem Hyde Elementary School	421800010013	469	Syracuse City School District	ONONDAGA
Seymour Dual Language Academy	421800010028	448	Syracuse City School District	ONONDAGA
Van Duyn Elementary School	421800010006	357	Syracuse City School District	ONONDAGA
Webster Elementary School	421800010043	597	Syracuse City School District	ONONDAGA
Westside Academy At Blodgett	421800010055	449	Syracuse City School District	ONONDAGA
Tully Elementary School	421902040002	489	Tully Central School District	ONONDAGA
Tully Junior-Senior High School	421902040001	553	Tully Central School District	ONONDAGA
Camillus Middle School	420101060011	514	West Genesee Central School District	ONONDAGA
East Hill Elementary School	420101060001	455	West Genesee Central School District	ONONDAGA
Onondaga Road Elementary School	420101060005	327	West Genesee Central School District	ONONDAGA
Split Rock Elementary School	420101060006	408	West Genesee Central School District	ONONDAGA
Stonehedge Elementary School	420101060003	878	West Genesee Central School District	ONONDAGA
West Genesee Middle School	420101060008	693	West Genesee Central School District	ONONDAGA
West Genesee Senior High School	420101060009	1705	West Genesee Central School District	ONONDAGA
Cherry Road Elementary School	420701060002	282	Westhill Central School District	ONONDAGA
Onondaga Hill Middle School	420701060004	592	Westhill Central School District	ONONDAGA
Walberta Park Primary School	420701060003	372	Westhill Central School District	ONONDAGA
Westhill High School	420701060001	626	Westhill Central School District	ONONDAGA
Wetzel Road Elementary School	421501060007	359	Liverpool Central School District	ONONDAGA
Wheeler School	421201040002	272	Onondaga Central School District	ONONDAGA
Onondaga High School	421201040003	481	Onondaga Central School District	ONONDAGA
Clary Math/Science Magnet Middle School	421800010003	372	Syracuse City School District	ONONDAGA
Huntington School	421800010015	847	Syracuse City School District	ONONDAGA
Dr King Applied Science Magnet School	421800010018	535	Syracuse City School District	ONONDAGA
Danforth Magnet Middle School	421800010020	493	Syracuse City School District	ONONDAGA
Franklin Magnet School-Arts And Music	421800010021	722	Syracuse City School District	ONONDAGA
Frazer School K-8	421800010022	812	Syracuse City School District	ONONDAGA
Porter School Of Technology & Career Exploration	421800010027	511	Syracuse City School District	ONONDAGA
Seymour Magnet School-International Humanities	421800010028	387	Syracuse City School District	ONONDAGA
H W Smith K-8 School	421800010031	766	Syracuse City School District	ONONDAGA
Delaware Elementary School	421800010041	460	Syracuse City School District	ONONDAGA
Mckinley-Brighton Magnet Elementary School	421800010042	423	Syracuse City School District	ONONDAGA
George Fowler High School	421800010049	1075	Syracuse City School District	ONONDAGA
Dr Edwin E Weeks Elementary School	421800010052	696	Syracuse City School District	ONONDAGA
Blodgett K-8 School	421800010055	482	Syracuse City School District	ONONDAGA
Bellevue Middle School Academy	421800010057	360	Syracuse City School District	ONONDAGA
T Aaron Levy Middle School	421800010036	369	Syracuse City School District	ONONDAGA
Applied Science Magnet At M L K Community School	421800010018	498	Syracuse City School District	ONONDAGA
James A Shea Middle School Academy	421800010045	227	Syracuse City School District	ONONDAGA
Solace Elementary School	421800010056	162	Syracuse City School District	ONONDAGA
Canandaigua Academy & Middle School	430300050002	1274	Canandaigua City School District	ONTARIO
Canandaigua Elementary School	430300050001	853	Canandaigua City School District	ONTARIO
Canandaigua Middle School	430300050004	894	Canandaigua City School District	ONTARIO
Canandaigua Primary School	430300050003	855	Canandaigua City School District	ONTARIO
Bloomfield Elementary School	430501040004	465	East Bloomfield Central School District	ONTARIO
Bloomfield High School	430501040001	340	East Bloomfield Central School District	ONTARIO
Bloomfield Middle School	430501040002	247	East Bloomfield Central School District	ONTARIO
Geneva High School	430700010006	758	Geneva City School District	ONTARIO
Geneva Middle School	430700010005	520	Geneva City School District	ONTARIO
North Street Elementary School	430700010002	507	Geneva City School District	ONTARIO
West Street Elementary School	430700010001	471	Geneva City School District	ONTARIO
Gorham Elementary School	430901060002	272	Gorham-Middlesex Central School District (Marcus Whitman)	ONTARIO
Marcus Whitman High School	430901060001	466	Gorham-Middlesex Central School District (Marcus Whitman)	ONTARIO
Marcus Whitman Middle School	430901060003	292	Gorham-Middlesex Central School District (Marcus Whitman)	ONTARIO
Middlesex Valley Elementary School	430901060007	322	Gorham-Middlesex Central School District (Marcus Whitman)	ONTARIO
Honeoye Elementary School	431401040001	276	Honeoye Central School District	ONTARIO
Honeoye Middle/High School	431401040002	470	Honeoye Central School District	ONTARIO
Red Jacket Elementary School	431101040001	397	Manchester-Shortsville Central School District (Red Jacket)	ONTARIO
Red Jacket High School	431101040002	271	Manchester-Shortsville Central School District (Red Jacket)	ONTARIO
Red Jacket Middle School	431101040003	212	Manchester-Shortsville Central School District (Red Jacket)	ONTARIO
Naples Elementary School	431201040003	417	Naples Central School District	ONTARIO
Naples High School	431201040002	430	Naples Central School District	ONTARIO
Midlakes High School	431301060004	616	Phelps-Clifton Springs Central School District	ONTARIO
Midlakes Intermediate School	431301060003	398	Phelps-Clifton Springs Central School District	ONTARIO
Midlakes Middle School	431301060002	398	Phelps-Clifton Springs Central School District	ONTARIO
Midlakes Primary School	431301060001	376	Phelps-Clifton Springs Central School District	ONTARIO
Victor Early Childhood Center	431701060005	500	Victor Central School District	ONTARIO
Victor Intermediate School	431701060001	990	Victor Central School District	ONTARIO
Victor Junior High School	431701060002	644	Victor Central School District	ONTARIO
Victor Primary School	431701060003	966	Victor Central School District	ONTARIO
Victor Senior High School	431701060004	1252	Victor Central School District	ONTARIO
Canandaigua Academy	430300050002	1400	Canandaigua City School District	ONTARIO
Honeoye High School	431401040002	392	Honeoye Central School District	ONTARIO
Honeoye Middle School	431401040003	201	Honeoye Central School District	ONTARIO
Chester Academy-Middle/High School	440201020001	581	Chester Union Free School District	ORANGE
Chester Elementary School	440201020002	474	Chester Union Free School District	ORANGE
Cornwall Central High School	440301060003	1160	Cornwall Central School District	ORANGE
Cornwall Elementary School	440301060004	608	Cornwall Central School District	ORANGE
Cornwall Middle School	440301060005	1048	Cornwall Central School District	ORANGE
Cornwall-On-Hudson Elementary School	440301060002	261	Cornwall Central School District	ORANGE
Willow Avenue Elementary School	440301060001	380	Cornwall Central School District	ORANGE
Golden Hill Elementary	442115020002	379	Florida Union Free School District	ORANGE
S S Seward Institute	442115020001	470	Florida Union Free School District	ORANGE
C J Hooker Middle School	440601040004	640	Goshen Central School District	ORANGE
Goshen Central High School	440601040001	991	Goshen Central School District	ORANGE
Goshen Intermediate School	440601040005	713	Goshen Central School District	ORANGE
Scotchtown Avenue School	440601040003	607	Goshen Central School District	ORANGE
Greenwood Lake Elementary School	442111020002	240	Greenwood Lake Union Free School District	ORANGE
Greenwood Lake Middle School	442111020001	307	Greenwood Lake Union Free School District	ORANGE
Fort Montgomery Elementary School	440901040001	160	Highland Falls Central School District	ORANGE
Highland Falls Intermediate School	440901040004	372	Highland Falls Central School District	ORANGE
James I O'Neill High School	440901040003	487	Highland Falls Central School District	ORANGE
Kiryas Joel Village School	441202020001	164	Kiryas Joel Village Union Free School District	ORANGE
John W Chorley School	441000010003	631	Middletown City School District	ORANGE
Maple Hill Elementary School	441000010015	1172	Middletown City School District	ORANGE
Middletown High School	441000010009	2053	Middletown City School District	ORANGE
Middletown Twin Towers Middle School	441000010010	798	Middletown City School District	ORANGE
Monhagen Middle School	441000010014	786	Middletown City School District	ORANGE
Truman Moon School	441000010007	434	Middletown City School District	ORANGE
William A Carter School	441000010006	990	Middletown City School District	ORANGE
Minisink Valley Elementary School	441101040002	549	Minisink Valley Central School District	ORANGE
Minisink Valley High School	441101040001	1505	Minisink Valley Central School District	ORANGE
Minisink Valley Intermediate School	441101040005	597	Minisink Valley Central School District	ORANGE
Minisink Valley Middle School	441101040003	1038	Minisink Valley Central School District	ORANGE
Otisville Elementary School	441101040004	736	Minisink Valley Central School District	ORANGE
Central Valley School	441201060002	649	Monroe-Woodbury Central School District	ORANGE
Monroe Woodbury High School	441201060006	2434	Monroe-Woodbury Central School District	ORANGE
Monroe Woodbury Middle School	441201060009	1742	Monroe-Woodbury Central School District	ORANGE
North Main Street School	441201060003	613	Monroe-Woodbury Central School District	ORANGE
Pine Tree Elementary School	441201060001	936	Monroe-Woodbury Central School District	ORANGE
Sapphire Elementary School	441201060011	381	Monroe-Woodbury Central School District	ORANGE
Smith Clove Elementary School	441201060005	620	Monroe-Woodbury Central School District	ORANGE
Balmville School	441600010001	465	Newburgh City School District	ORANGE
Fostertown Etc Magnet School	441600010004	576	Newburgh City School District	ORANGE
Gams High Tech Magnet School	441600010006	883	Newburgh City School District	ORANGE
Gardnertown Fundamental Magnet School	441600010005	639	Newburgh City School District	ORANGE
Heritage Middle School	441600010003	674	Newburgh City School District	ORANGE
Horizon-On-The-Hudson Magnet School	441600010009	452	Newburgh City School District	ORANGE
Meadow Hill Global Explorations Magnet School	441600010021	1026	Newburgh City School District	ORANGE
New Windsor School	441600010010	608	Newburgh City School District	ORANGE
Newburgh Free Academy-Main Campus	441600010017	3459	Newburgh City School District	ORANGE
Prekindergarten At Washington St	441600010002	396	Newburgh City School District	ORANGE
South Middle School	441600010016	588	Newburgh City School District	ORANGE
Temple Hill School	441600010020	1050	Newburgh City School District	ORANGE
Vails Gate High Tech Magnet School	441600010012	573	Newburgh City School District	ORANGE
West Street Elementary School	441600010022	234	Newburgh City School District	ORANGE
Circleville Elementary School	440401060006	649	Pine Bush Central School District	ORANGE
Circleville Middle School	440401060007	595	Pine Bush Central School District	ORANGE
Crispell Middle School	440401060004	775	Pine Bush Central School District	ORANGE
E J Russell Elementary School	440401060001	653	Pine Bush Central School District	ORANGE
Pakanasink Elementary School	440401060008	472	Pine Bush Central School District	ORANGE
Pine Bush Elementary School	440401060009	744	Pine Bush Central School District	ORANGE
Pine Bush Senior High School	440401060005	1916	Pine Bush Central School District	ORANGE
Anna S Kuhl Elementary School	441800050001	956	Port Jervis City School District	ORANGE
N A Hamilton Bicentenial School	441800050002	538	Port Jervis City School District	ORANGE
Port Jervis Middle School	441800050005	465	Port Jervis City School District	ORANGE
Port Jervis Senior High School	441800050006	998	Port Jervis City School District	ORANGE
George F Baker High School	441903020001	398	Tuxedo Union Free School District	ORANGE
George Grant Mason Elementary School	441903020002	225	Tuxedo Union Free School District	ORANGE
Berea Elementary School	441301060007	425	Valley Central School District (Montgomery)	ORANGE
East Coldenham Elementary School	441301060001	324	Valley Central School District (Montgomery)	ORANGE
Maybrook Elementary School	441301060005	238	Valley Central School District (Montgomery)	ORANGE
Montgomery Elementary School	441301060002	555	Valley Central School District (Montgomery)	ORANGE
Valley Central High School	441301060004	1595	Valley Central School District (Montgomery)	ORANGE
Valley Central Middle School	441301060006	1152	Valley Central School District (Montgomery)	ORANGE
Walden Elementary School	441301060003	521	Valley Central School District (Montgomery)	ORANGE
Kings Elementary School	442101060006	378	Warwick Valley Central School District	ORANGE
Park Avenue Elementary School	442101060004	425	Warwick Valley Central School District	ORANGE
Pine Island School	442101060001	198	Warwick Valley Central School District	ORANGE
Sanfordville Elementary School	442101060007	625	Warwick Valley Central School District	ORANGE
Warwick Valley High School	442101060002	1523	Warwick Valley Central School District	ORANGE
Warwick Valley Middle School	442101060003	1017	Warwick Valley Central School District	ORANGE
Little Britain Elementary School	440102060001	548	Washingtonville Central School District	ORANGE
Round Hill Elementary School	440102060005	667	Washingtonville Central School District	ORANGE
Taft Elementary School	440102060002	737	Washingtonville Central School District	ORANGE
Washingtonville Middle School	440102060004	1061	Washingtonville Central School District	ORANGE
Washingtonville Senior High School	440102060003	1564	Washingtonville Central School District	ORANGE
Highland Falls Elementary School	440901040002	157	Highland Falls Central School District	ORANGE
Newburgh Free Academy-North Campus	441600010015	669	Newburgh City School District	ORANGE
Prekindergarten At Renwick Street	441600010014	126	Newburgh City School District	ORANGE
Highland Falls Middle School	440901040004	231	Highland Falls Central School District	ORANGE
Mechanicstown School	441000010006	917	Middletown City School District	ORANGE
Heritage Junior High School	441600010003	1013	Newburgh City School District	ORANGE
Gams Tech Magnet School	441600010006	950	Newburgh City School District	ORANGE
North Junior High School	441600010015	686	Newburgh City School District	ORANGE
South Junior High School	441600010016	797	Newburgh City School District	ORANGE
Newburgh Free Academy	441600010017	2719	Newburgh City School District	ORANGE
Chester Middle/Senior High School	440201020001	548	Chester Union Free School District	ORANGE
Carl I Bergerson Middle School	450101060005	461	Albion Central School District	ORLEANS
Charles D'Amico High School	450101060003	730	Albion Central School District	ORLEANS
Ronald L Sodoma Elementary School	450101060002	996	Albion Central School District	ORLEANS
Holley Elementary School	450704040005	642	Holley Central School District	ORLEANS
Holley Junior Senior High School	450704040001	593	Holley Central School District	ORLEANS
Kendall Elementary School	450607040003	405	Kendall Central School District	ORLEANS
Kendall Junior-Senior High School	450607040002	424	Kendall Central School District	ORLEANS
L A Webber Middle-High School	451001040002	319	Lyndonville Central School District	ORLEANS
Lyndonville Elementary School	451001040001	389	Lyndonville Central School District	ORLEANS
Clifford Wise Intermediate/Middle School	450801060003	416	Medina Central School District	ORLEANS
Medina High School	450801060004	580	Medina Central School District	ORLEANS
Oak Orchard School	450801060002	418	Medina Central School District	ORLEANS
Warren P Towne Primary School	450801060006	456	Medina Central School District	ORLEANS
Clifford Wise Middle School	450801060003	411	Medina Central School District	ORLEANS
Lyndonville Middle School	451001040003	224	Lyndonville Central School District	ORLEANS
Warren P Towne Elementary School	450801060006	448	Medina Central School District	ORLEANS
Altmar Elementary School	460102040002	265	Altmar Parish-Williamstown Central School District	OSWEGO
Altmar-Parish-Williamstown Jr/Sr High School	460102040006	459	Altmar Parish-Williamstown Central School District	OSWEGO
Altmar-Parish-Williamstown Middle School	460102040005	408	Altmar Parish-Williamstown Central School District	OSWEGO
Parish Elementary School	460102040003	231	Altmar Parish-Williamstown Central School District	OSWEGO
Aura A Cole Elementary School	460801060001	273	Central Square Central School District	OSWEGO
Brewerton Elementary School	460801060002	467	Central Square Central School District	OSWEGO
Central Square Intermediate School	460801060003	416	Central Square Central School District	OSWEGO
Central Square Middle School	460801060008	991	Central Square Central School District	OSWEGO
Cleveland Elementary School	460801060004	218	Central Square Central School District	OSWEGO
Hastings Mallory Elementary School	460801060007	270	Central Square Central School District	OSWEGO
Millard Hawk Primary School	460801060006	367	Central Square Central School District	OSWEGO
Paul V Moore High School	460801060005	1517	Central Square Central School District	OSWEGO
Fairgrieve School	460500010001	548	Fulton City School District	OSWEGO
Fulton Junior High School	460500010006	532	Fulton City School District	OSWEGO
G Ray Bodley High School	460500010005	1146	Fulton City School District	OSWEGO
Granby Elementary School	460500010007	507	Fulton City School District	OSWEGO
J E Lanigan School	460500010008	446	Fulton City School District	OSWEGO
Volney Elementary School	460500010011	477	Fulton City School District	OSWEGO
Fairley School	460701040003	624	Hannibal Central School District	OSWEGO
Hannibal High School	460701040002	516	Hannibal Central School District	OSWEGO
